condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
caption,27,B_content,-2.2713563019037246,1.0612515829533216,0.1464389816886792,0.10304386946529724,100
caption,27,none,-1.9888633060455323,0.7942981288525164,0.17751715307024582,0.11565163594643316,100
caption,27,user,-6.061741979122162,1.7181097781371035,0.007359206139877197,0.01259229202734722,100
caption,27,user_text,-5.233818600177765,1.5799366409374662,0.01355271422132025,0.01842624986859749,100
caption,27,vision,-1.9469452428817748,0.747789898995754,0.1800612173828784,0.11220801820101041,100
caption,27,vision_half1,-2.011144075393677,0.7891266072913768,0.17348165563719523,0.11403669721245845,100
caption,27,vision_half2,-1.9989536803960801,0.7911534042486459,0.17567474286589405,0.11516797979906616,100
foil,0,A_content,-11.421711387634277,1.2093323010100439,2.0096908048384263e-05,2.288537749932123e-05,100
foil,0,B_content,-11.476111841201782,1.2162466456763448,1.9113577290166467e-05,2.1793647004944378e-05,100
foil,0,none,-11.399125680923461,1.1910431289286978,2.0067350253382615e-05,2.1846603578903892e-05,100
foil,0,user,-11.674013719558715,1.3442153896363018,1.8007397658204314e-05,2.325694963911612e-05,100
foil,0,user_text,-11.586013221740723,1.3049451674458599,1.8869151921429035e-05,2.422589950727165e-05,100
foil,0,vision,-11.43338451385498,1.2106985054805788,1.9892754335802842e-05,2.2285398349972655e-05,100
foil,0,vision_half1,-11.408099040985107,1.1923514984002783,1.9982745744234756e-05,2.1883236689703502e-05,100
foil,0,vision_half2,-11.393931875228882,1.1946845505435726,2.0254728581026754e-05,2.2109438447706382e-05,100
foil,1,A_content,-10.90084002494812,1.0611990440384842,3.046400753527825e-05,3.4741239756924415e-05,100
